"Email","quality","result","free","role","datID"
"headmaster@stw.n-yorks.sch.uk","bad","invalid","no","yes","76370"
"headmaster@stwerburghs.wirral.sch.uk","bad","invalid","no","yes","60147"
"headmaster@stwilfridsacademy.org.uk","bad","invalid","no","yes","76670"
"headmaster@stwilfridsnewman.co.uk","bad","invalid","no","yes","73828"
"headmaster@stwilliams.bhcet.org.uk","bad","invalid","no","yes","69826"
"headmaster@suacademy.co.uk","bad","invalid","no","yes","65374"
"headmaster@sudbourne.com","bad","invalid","no","yes","55209"
"headmaster@sudburyprimary.co.uk","bad","invalid","no","yes","68550"
"headmaster@sudley-inf.liverpool.sch.uk","bad","invalid","no","yes","59882"
"headmaster@suffolkone.ac.uk","bad","invalid","no","yes","78644"
"headmaster@sun.w-berks.sch.uk","bad","invalid","no","yes","64166"
"headmaster@sundonlower.co.uk","bad","invalid","no","yes","70835"
"headmaster@sunnymede-jun.essex.sch.uk","bad","invalid","no","yes","69226"
"headmaster@sunnysideprimaryacademy.org","bad","invalid","no","yes","70978"
"headmaster@sunshine.walsall.sch.uk","bad","invalid","no","yes","59719"
"headmaster@surreycc.gov.uk","bad","invalid","no","yes","60959"
"headmaster@susiearnshaw.co.uk","bad","invalid","no","yes","58670"
"headmaster@suthersschool.co.uk","bad","invalid","no","yes","62692"
"headmaster@suttcold.bham.sch.uk","bad","invalid","no","yes","65037"
"headmaster@sutton.dudley.sch.uk","bad","invalid","no","yes","59605"
"headmaster@sutton-courtenay.oxon.sch.uk","bad","invalid","no","yes","67481"
"headmaster@suttoncp.uk","bad","invalid","no","yes","76422"
"headmaster@suttongrammar.sutton.sch.uk","good","ok","no","yes","65046"
"headmaster@suttonlea.org","bad","invalid","no","yes","57222"
"headmaster@sutton-on-the-forest.n-yorks.sch.uk","bad","invalid","no","yes","76476"
"headmaster@suttonparkprimary.co.uk","bad","invalid","no","yes","67594"
"headmaster@svf.org.uk","bad","invalid","no","yes","77814"
"headmaster@svps1.com","bad","invalid","no","yes","68597"
"headmaster@svs.org.uk","good","ok","no","yes","73196"
"headmaster@swaay.co.uk","bad","invalid","no","yes","64236"
"headmaster@swainswick.bwmat.org","bad","invalid","no","yes","69954"
"headmaster@swakeleys.org.uk","bad","invalid","no","yes","64924"
"headmaster@swalcliffepark.co.uk","bad","invalid","no","yes","78172"
"headmaster@swale.at","bad","invalid","no","yes","57856"
"headmaster@swanlea.sch.uk","bad","invalid","no","yes","55458"
"headmaster@swansfield.northumberland.sch.uk","bad","invalid","no","yes","77735"
"headmaster@swfed.co.uk","bad","invalid","no","yes","72952"
"headmaster@swharrogate.org.uk","bad","invalid","no","yes","73761"
"headmaster@swillingtonprimary.com","bad","invalid","no","yes","79455"
"headmaster@swinford.embracemat.org","bad","invalid","no","yes","58148"
"headmaster@swinton.coop","bad","invalid","no","yes","65217"
"headmaster@switched2.org","bad","invalid","no","yes","63229"
"headmaster@swoy.lewisham.sch.uk","bad","invalid","no","yes","55311"
"headmaster@swracademy.org","bad","invalid","no","yes","70752"
"headmaster@syd.gdst.net","bad","invalid","no","yes","55324"
"headmaster@sydneyrussellschool.com","bad","invalid","no","yes","77111"
"headmaster@tabernacleschool.co.uk","bad","invalid","no","yes","58652"
"headmaster@taddingtonpriestcliffe.derbyshire.sch.uk","bad","invalid","no","yes","67210"
"headmaster@tadley.hants.sch.uk","good","ok","no","yes","71701"
"headmaster@tadpolefarmcepa.co.uk","bad","invalid","no","yes","74053"
"headmaster@tahs.org.uk","bad","invalid","no","yes","58056"
"headmaster@talbot.sheffield.sch.uk","bad","invalid","no","yes","61828"
"headmaster@talbotheath.org","bad","invalid","no","yes","68800"
"headmaster@talk21.com","bad","invalid","yes","yes","59860"
"headmaster@talloaksacademy.co.uk","bad","invalid","no","yes","73977"
"headmaster@tanmat.org","bad","invalid","no","yes","66253"
"headmaster@taobhnapairce.edin.sch.uk","bad","invalid","no","yes","81663"
"headmaster@tarbiyyah.co.uk","bad","invalid","no","yes","65470"
"headmaster@tarporleyhigh.co.uk","bad","invalid","no","yes","68455"
"headmaster@tas.dsat.education","bad","invalid","no","yes","69891"
"headmaster@tashbar.co.uk","bad","invalid","no","yes","58278"
"headmaster@tavistock.hants.sch.uk","bad","invalid","no","yes","71777"
"headmaster@tavistockcollege.org","bad","invalid","no","yes","63166"
"headmaster@taw.org.uk","bad","invalid","no","yes","61027"
"headmaster@tayyibah.org.uk","bad","invalid","no","yes","55039"
"headmaster@tbp.plymouth.sch.uk","bad","invalid","no","yes","69717"
"headmaster@tbshs.herts.sch.uk","bad","invalid","no","yes","72637"
"headmaster@tcs.magnificat.org.uk","bad","invalid","no","yes","70582"
"headmaster@tcsa.org.uk","bad","invalid","no","yes","76713"
"headmaster@teddingtonschool.org","bad","invalid","no","yes","68434"
"headmaster@teenageworks.com","bad","invalid","no","yes","67346"
"headmaster@teesvilleacademy.org.uk","bad","invalid","no","yes","67432"
"headmaster@teignmouthschool.co.uk","bad","invalid","no","yes","64798"
"headmaster@telfordparkschool.co.uk","bad","invalid","no","yes","71323"
"headmaster@templemoor.trafford.sch.uk","bad","invalid","no","yes","61545"
"headmaster@testvalley.hants.sch.uk","bad","invalid","no","yes","72028"
"headmaster@tetsworth.oxon.sch.uk","bad","invalid","no","yes","78031"
"headmaster@tgbs.co.uk","bad","invalid","no","yes","74733"
"headmaster@tgps.uk","bad","invalid","no","yes","61422"
"headmaster@tgs.kent.sch.uk","bad","invalid","no","yes","64741"
"headmaster@tgs.starmat.uk","bad","invalid","no","yes","63554"
"headmaster@thameschristianschool.org.uk","bad","invalid","no","yes","58851"
"headmaster@thamesviewjunior.com","bad","invalid","no","yes","77087"
"headmaster@thattoheath.st-helens.sch.uk","bad","invalid","no","yes","59956"
"headmaster@the3rivers.net","bad","invalid","no","yes","63425"
"headmaster@theacademy.me","bad","invalid","no","yes","62406"
"headmaster@theacademycarlton.org","bad","invalid","no","yes","65307"
"headmaster@theacornschool.com","bad","invalid","no","yes","71604"
"headmaster@thealdgateschool.org","bad","invalid","no","yes","54845"
"headmaster@theallsaints.net","bad","invalid","no","yes","64968"
"headmaster@thealternativeschool.co.uk","bad","invalid","no","yes","62593"
"headmaster@theartsxchange.com","bad","invalid","no","yes","76692"
"headmaster@theashwoodacademy.org.uk","bad","invalid","no","yes","76659"
"headmaster@theavenueprimaryschool.co.uk","bad","invalid","no","yes","65959"
"headmaster@theaxholmeacademy.com","bad","invalid","no","yes","67854"
"headmaster@thebairdprimaryacademy.org.uk","bad","invalid","no","yes","74116"
"headmaster@thebattschool.org.uk","bad","invalid","no","yes","78734"
"headmaster@thebeaconcentre.net","bad","invalid","no","yes","63632"
"headmaster@thebeamtrust.co.uk","bad","invalid","no","yes","74674"
"headmaster@thebedonwellfederation.org","bad","invalid","no","yes","57935"
"headmaster@thebelhamprimaryschool.org.uk","bad","invalid","no","yes","77452"
"headmaster@thebicesterschool.org.uk","bad","invalid","no","yes","77395"
"headmaster@thebluecoatschool.com","bad","invalid","no","yes","57476"
"headmaster@thebolsoverschool.org.uk","bad","invalid","no","yes","70749"
"headmaster@theboulevardacademy.com","bad","invalid","no","yes","71203"
"headmaster@theboxingacademy.co.uk","bad","invalid","no","yes","79334"
"headmaster@thebritishmuslimschool.co.uk","bad","invalid","no","yes","61360"
"headmaster@thebrunelacademy.org.uk","bad","invalid","no","yes","57724"
"headmaster@theburgesshillacademy.org.uk","bad","invalid","no","yes","77451"
"headmaster@theburtonacademy.org.uk","bad","invalid","no","yes","58077"
"headmaster@thecedarsacademy.org.uk","bad","invalid","no","yes","74382"
"headmaster@thechadderton.co.uk","bad","invalid","no","yes","60386"
"headmaster@thechalfontsgrammar.co.uk","bad","invalid","no","yes","77435"
"headmaster@thecheadleacademy.co.uk","bad","invalid","no","yes","65189"
"headmaster@thechildrenstrust.org.uk","bad","invalid","no","yes","60971"
"headmaster@thecityacademy.org","bad","invalid","no","yes","61383"
"headmaster@thecoleshillschool.org.uk","bad","invalid","no","yes","65216"
"headmaster@thecornerschool.org.uk","bad","invalid","no","yes","65613"
"headmaster@thecotswoldschool.co.uk","bad","invalid","no","yes","64633"
"headmaster@thecrescentacademy.org.uk","bad","invalid","no","yes","68507"
"headmaster@thecroft.swindon.sch.uk","bad","invalid","no","yes","68404"
"headmaster@thecvhs.co.uk","bad","invalid","no","yes","74263"
"headmaster@thedalesfederation.co.uk","bad","invalid","no","yes","67137"
"headmaster@thedalesschool.org","bad","invalid","no","yes","76592"
"headmaster@thedeafacademy.ac.uk","bad","invalid","no","yes","58755"
"headmaster@thedeanes.essex.sch.uk","bad","invalid","no","yes","57807"
"headmaster@thediscoveryacademy.co.uk","bad","invalid","no","yes","64972"
"headmaster@thefusionacademy.co.uk","bad","invalid","no","yes","70177"
"headmaster@theglc.org.uk","bad","invalid","no","yes","58936"
"headmaster@thegreenroomschool.com","bad","invalid","no","yes","63295"
"headmaster@thegreggschools.org","bad","invalid","no","yes","72102"
"headmaster@thegrove.northumberland.sch.uk","bad","invalid","no","yes","77828"
"headmaster@thehalleyacademy.org.uk","bad","invalid","no","yes","63148"
"headmaster@thehallschool.com","bad","invalid","no","yes","56932"
"headmaster@thehambleschool.co.uk","bad","invalid","no","yes","72022"
"headmaster@thehayfieldschool.co.uk","bad","invalid","no","yes","64965"
"headmaster@theheightsburnley.com","bad","invalid","no","yes","65660"
"headmaster@thehelix.harrow.sch.uk","bad","invalid","no","yes","56809"
"headmaster@thehowardschool.co.uk","bad","invalid","no","yes","76930"
"headmaster@thehurlinghamacademy.org.uk","bad","invalid","no","yes","77054"
"headmaster@thehydeschool.co.uk","bad","invalid","no","yes","71541"
"headmaster@theionaschool.org.uk","bad","invalid","no","yes","77998"
"headmaster@theislandfreeschool.org","bad","invalid","no","yes","74288"
"headmaster@thejapaneseschool.ltd.uk","bad","invalid","no","yes","56684"
"headmaster@thejohnroanschool.org.uk","bad","invalid","no","yes","69860"
"headmaster@thejubileeacademy.org.uk","bad","invalid","no","yes","73634"
"headmaster@thekfa.org.uk","bad","invalid","no","yes","56683"
"headmaster@thekingsschool.co.uk","good","ok","no","yes","69587"
"headmaster@theleighutc.org.uk","bad","invalid","no","yes","74550"
"headmaster@thelinkacademy.org.uk","bad","invalid","no","yes","62843"
"headmaster@thelionworksschool.org","bad","invalid","no","yes","70305"
"headmaster@themarist.com","bad","invalid","no","yes","64222"
"headmaster@themartonacademy.co.uk","risky","catch_all","no","yes","62808"
"headmaster@themeadows.lincs.sch.uk","bad","invalid","no","yes","58822"
"headmaster@themeadowsmontessori.com","bad","invalid","no","yes","61329"
"headmaster@themfg.co.uk","bad","invalid","no","yes","64967"
"headmaster@theminsterjuniorscroydon.co.uk","bad","invalid","no","yes","75213"
"headmaster@themontessoriplace.org.uk","bad","invalid","no","yes","65180"
"headmaster@thenewschool.org.uk","bad","invalid","no","yes","70270"
"headmaster@thenorwoodschool.org","bad","invalid","no","yes","55235"
"headmaster@theoaks.bham.sch.uk","bad","invalid","no","yes","57321"
"headmaster@theoldschoolhenstead.co.uk","good","ok","no","yes","79706"
"headmaster@theorchards.uwmat.co.uk","bad","invalid","no","yes","71579"
"headmaster@theorchardschool.co.uk","bad","invalid","no","yes","77995"
"headmaster@theparkfederation.org","bad","invalid","no","yes","59468"
"headmaster@theparkschool.org.uk","bad","invalid","no","yes","65813"
"headmaster@theparkshull.org.uk","bad","invalid","no","yes","73632"
"headmaster@theportsmouthacademy.org.uk","bad","invalid","no","yes","71465"
"headmaster@theregisschool.co.uk","bad","invalid","no","yes","67875"
"headmaster@theridgecollege.co.uk","bad","invalid","no","yes","79172"
"headmaster@theriseschool.com","bad","invalid","no","yes","74003"
"headmaster@theroc.co.uk","bad","invalid","no","yes","69760"
"headmaster@therocheschool.com","bad","invalid","no","yes","55524"
"headmaster@theroyal.school","bad","invalid","no","yes","79332"
"headmaster@thesharedlearningtrust.org.uk","bad","invalid","no","yes","61180"
"headmaster@thesheilingringwood.co.uk","bad","invalid","no","yes","68803"
"headmaster@thesouthfieldtrust.com","bad","invalid","no","yes","63096"
"headmaster@thestableschool.co.uk","bad","invalid","no","yes","69667"
"headmaster@thestreetlyacademy.co.uk","bad","invalid","no","yes","67823"
"headmaster@thestudyschool.co.uk","bad","invalid","no","yes","57014"
"headmaster@thetreehouseschool.org.uk","bad","invalid","no","yes","70779"
"headmaster@theucs.org.uk","bad","invalid","no","yes","77330"
"headmaster@thevaleprimary.org","bad","invalid","no","yes","65753"
"headmaster@thevalley.staracademies.org","bad","invalid","no","yes","67526"
"headmaster@theviewtrust.org","bad","invalid","no","yes","69879"
"headmaster@thevillaschoolandnursery.com","bad","invalid","no","yes","60747"
"headmaster@thevpacademy.org.uk","bad","invalid","no","yes","68329"
"headmaster@thewealdfederation.org","bad","invalid","no","yes","69055"
"headmaster@thewellsacademy.org","bad","invalid","no","yes","69876"
"headmaster@thewellsfreeschool.co.uk","bad","invalid","no","yes","71451"
"headmaster@thewherryschool.co.uk","bad","invalid","no","yes","62693"
"headmaster@thewhitehouseschool.org","bad","invalid","no","yes","75529"
"headmaster@thewillowseyc.org.uk","bad","invalid","no","yes","64342"
"headmaster@thewisdomacademy.co.uk","bad","invalid","no","yes","62409"
"headmaster@thewritetime.org.uk","bad","invalid","no","yes","78920"
"headmaster@thisismyeducation.org.uk","bad","invalid","no","yes","74925"
"headmaster@thistleyhoughacademy.org.uk","bad","invalid","no","yes","70940"
"headmaster@thistlymeadow.leics.sch.uk","bad","invalid","no","yes","75863"
"headmaster@thnatrust.org.uk","bad","invalid","no","yes","68282"
"headmaster@thomasadams.net","bad","invalid","no","yes","69914"
"headmaster@thomasbecket.croydon.sch.uk","bad","invalid","no","yes","68554"
"headmaster@thomasclarksonacademy.org","bad","invalid","no","yes","67937"
"headmaster@thomasestley.org.uk","bad","invalid","no","yes","68486"
"headmaster@thomas-hardye.net","bad","invalid","no","yes","65373"
"headmaster@thomasjohnsonschool.co.uk","bad","invalid","no","yes","63892"
"headmaster@thomas-reade.oxon.sch.uk","bad","invalid","no","yes","78048"
"headmaster@thomas-s.co.uk","bad","invalid","no","yes","55176"
"headmaster@thomastelfordutc.com","bad","invalid","no","yes","73834"
"headmaster@thomaswallingacademy.com","bad","invalid","no","yes","74383"
"headmaster@thomroth.ac.uk","bad","invalid","no","yes","63077"
"headmaster@thornaby.dalesmat.org","bad","invalid","no","yes","69708"
"headmaster@thornabyacademy.org.uk","bad","invalid","no","yes","70430"
"headmaster@thorners.dorset.sch.uk","bad","invalid","no","yes","68752"
"headmaster@thornleigh.bolton.sch.uk","bad","invalid","no","yes","60241"
"headmaster@thornsett.derbyshire.sch.uk","bad","invalid","no","yes","67038"
"headmaster@thornton.leics.sch.uk","risky","catch_all","no","yes","73909"
"headmaster@thorntondaleprimaryschool.org","bad","invalid","no","yes","70107"
"headmaster@thorpehallprimary.com","bad","invalid","no","yes","57259"
"headmaster@thorpehouse.co.uk","good","ok","no","yes","64441"
"headmaster@thpa.theplt.org.uk","bad","invalid","no","yes","70298"
"headmaster@threebridgesprimary.co.uk","bad","invalid","no","yes","56656"
"headmaster@threesaints.bwmat.org","bad","invalid","no","yes","69928"
"headmaster@threeways.co.uk","bad","invalid","no","yes","73763"
"headmaster@thringstone.leics.sch.uk","bad","invalid","no","yes","71507"
"headmaster@thrivetrust.uk","bad","invalid","no","yes","59298"
"headmaster@thrussington.leics.sch.uk","bad","invalid","no","yes","70822"
"headmaster@ths.uk.net","bad","invalid","no","yes","56222"
"headmaster@thsl.org.uk","bad","invalid","no","yes","64607"
"headmaster@thurcroftinfant.co.uk","bad","invalid","no","yes","67415"
"headmaster@thurstoncollege.org","bad","invalid","no","yes","79691"
"headmaster@tibhs.staracademies.org","bad","invalid","no","yes","68236"
"headmaster@tickfordpark.org.uk","bad","invalid","no","yes","61065"
"headmaster@tickhillstmary.co.uk","bad","invalid","no","yes","61732"
"headmaster@tidbury-green.solihull.sch.uk","bad","invalid","no","yes","59684"
"headmaster@tifereshigh.com","bad","invalid","no","yes","58522"
"headmaster@tigerprimary.com","bad","invalid","no","yes","68243"
"headmaster@tighs.staracademies.org","bad","invalid","no","yes","77011"
"headmaster@til.mmat.co.uk","bad","invalid","no","yes","62867"
"headmaster@tilburystmarys.thurrock.sch.uk","bad","invalid","no","yes","67416"
"headmaster@tilian.org.uk","bad","invalid","no","yes","63081"
"headmaster@tiltrust.org","bad","invalid","no","yes","57775"
"headmaster@timbercroft-maritime.org","bad","invalid","no","yes","79431"
"headmaster@tins.rbksch.org","bad","invalid","no","yes","56986"
"headmaster@tinsleymeadows.sheffield.sch.uk","bad","invalid","no","yes","79032"
"headmaster@tiscali.co.uk","bad","invalid","yes","yes","61734"
"headmaster@titussaltschool.co.uk","good","ok","no","yes","61884"
"headmaster@tjs.rbksch.org","bad","invalid","no","yes","56985"
"headmaster@tkasa.org.uk","bad","invalid","no","yes","66104"
"headmaster@tla.woodard.co.uk","bad","invalid","no","yes","61341"
"headmaster@tleacademy.co.uk","bad","invalid","no","yes","76800"
"headmaster@tlg.org.uk","bad","invalid","no","yes","61289"
"headmaster@tls.merciantrust.org","bad","invalid","no","yes","57845"
"headmaster@tmbs.org.uk","bad","invalid","no","yes","68145"
"headmaster@tmbss-shropshire.org.uk","bad","invalid","no","yes","60821"
"headmaster@tmore.org.uk","bad","invalid","no","yes","55844"
"headmaster@tnschool.co.uk","bad","invalid","no","yes","66582"
"headmaster@todwickps.org","bad","invalid","no","yes","61754"
"headmaster@tollcross.edin.sch.uk","bad","invalid","no","yes","81739"
"headmaster@tollgate.boleyntrust.org","bad","invalid","no","yes","57950"
"headmaster@tomlinscoteschool.com","bad","invalid","no","yes","73798"
"headmaster@tonbridgefederation.co.uk","bad","invalid","no","yes","73171"
"headmaster@tong.staracademies.org","bad","invalid","no","yes","79044"
"headmaster@topcliffeacademy.org","bad","invalid","no","yes","62739"
"headmaster@top-school.co.uk","bad","invalid","no","yes","58004"
"headmaster@torahvodaas.org","bad","invalid","no","yes","59056"
"headmaster@torasemes.co.uk","bad","invalid","no","yes","64806"
"headmaster@tot.dsamat.co.uk","bad","invalid","no","yes","63251"
"headmaster@tottenhall.enfield.sch.uk","bad","invalid","no","yes","56712"
"headmaster@towerbank.edin.sch.uk","bad","invalid","no","yes","81740"
"headmaster@towercollege.com","bad","invalid","no","yes","60000"
"headmaster@towerhill.hants.sch.uk","bad","invalid","no","yes","71829"
"headmaster@towers.school","bad","invalid","no","yes","64878"
"headmaster@towersinfant.co.uk","bad","invalid","no","yes","56858"
"headmaster@towerview.staffs.sch.uk","bad","invalid","no","yes","78467"
"headmaster@townlane-infant.wirral.sch.uk","bad","invalid","no","yes","79598"
"headmaster@tpacademytrust.org","bad","invalid","no","yes","58047"
"headmaster@tpf.kent.sch.uk","bad","invalid","no","yes","57869"
"headmaster@tpluscentres.co.uk","bad","invalid","no","yes","61202"
"headmaster@tps.pkat.co.uk","bad","invalid","no","yes","62865"
"headmaster@tracks-ed.org","bad","invalid","no","yes","58346"
"headmaster@trafford.ac.uk","bad","invalid","no","yes","56563"
"headmaster@tranby.org.uk","bad","invalid","no","yes","72853"
"headmaster@treasurehouselondon.org","bad","invalid","no","yes","74586"
"headmaster@treehouseeducare.co.uk","bad","invalid","no","yes","79605"
"headmaster@treetops.thurrock.sch.uk","bad","invalid","no","yes","74745"
"headmaster@treetopsprimaryacademy.org.uk","bad","invalid","no","yes","67950"
"headmaster@trhat.org","bad","invalid","no","yes","65300"
"headmaster@tri.jtmat.co.uk","bad","invalid","no","yes","79031"
"headmaster@trianglenursery.org","bad","invalid","no","yes","55193"
"headmaster@trinity.bexley.sch.uk","bad","invalid","no","yes","64836"
"headmaster@trinity.bradford.sch.uk","bad","invalid","no","yes","61881"
"headmaster@trinity.bwmat.org","bad","invalid","no","yes","78877"
"headmaster@trinity.edin.sch.uk","bad","invalid","no","yes","81769"
"headmaster@trinity.npcat.org.uk","bad","invalid","no","yes","78739"
"headmaster@trinityceprimary.school","bad","invalid","no","yes","76853"
"headmaster@trinityefmt.dalesmat.org","bad","invalid","no","yes","59176"
"headmaster@trinity-pri.edin.sch.uk","bad","invalid","no","yes","81741"
"headmaster@trinityr.dalesmat.org","bad","invalid","no","yes","59592"
"headmaster@trinityschool.org.uk","bad","invalid","no","yes","61525"
"headmaster@trinityspecialistcollege.co.uk","bad","invalid","no","yes","77128"
"headmaster@tritlington.northumberland.sch.uk","bad","invalid","no","yes","77809"
"headmaster@trosnant.hants.sch.uk","bad","invalid","no","yes","71669"
"headmaster@trurohigh.co.uk","bad","invalid","no","yes","66709"
"headmaster@truro-penwith.ac.uk","bad","invalid","no","yes","58183"
"headmaster@tscacademy.org.uk","bad","invalid","no","yes","61276"
"headmaster@tsla.co.uk","bad","invalid","no","yes","61323"
"headmaster@tssmat.staffs.sch.uk","bad","invalid","no","yes","77456"
"headmaster@tta.org.uk","bad","invalid","no","yes","59469"
"headmaster@ttts.org.uk","good","ok","no","yes","58410"
"headmaster@tudor.ealing.sch.uk","bad","invalid","no","yes","56658"
"headmaster@tudoracademy.org","bad","invalid","no","yes","73730"
"headmaster@tudorhallschool.com","bad","invalid","no","yes","78132"
"headmaster@tugby.leics.sch.uk","bad","invalid","no","yes","74494"
"headmaster@turinghouseschool.org.uk","bad","invalid","no","yes","77342"
"headmaster@turnerschools.com","bad","invalid","no","yes","62891"
"headmaster@turnhamacademy.org","bad","invalid","no","yes","65819"
"headmaster@turtonegworth.blackburn.sch.uk","bad","invalid","no","yes","73511"
"headmaster@turvesgreen.excelsiormat.org","bad","invalid","no","yes","59369"
"headmaster@tuxford-ac.org.uk","bad","invalid","no","yes","65510"
"headmaster@tuxfordprimary-ac.org.uk","bad","invalid","no","yes","71058"
"headmaster@tved.org.uk","bad","invalid","no","yes","65789"
"headmaster@tvs.brent.sch.uk","bad","invalid","no","yes","65912"
"headmaster@tweeddaleprimary.sutton.sch.uk","bad","invalid","no","yes","79613"
"headmaster@tweedmiddle.co.uk","bad","invalid","no","yes","77816"
"headmaster@tweedmouthwest.northumberland.sch.uk","bad","invalid","no","yes","77746"
"headmaster@twickenhamprimary.co.uk","bad","invalid","no","yes","74140"
"headmaster@twickenhamprimaryacademy.org","bad","invalid","no","yes","77476"
"headmaster@twycrosshouseschool.org.uk","bad","invalid","no","yes","75970"
"headmaster@tymberwoodacademy.org.uk","bad","invalid","no","yes","73836"
"headmaster@tynecastle.edin.sch.uk","bad","invalid","no","yes","81770"
"headmaster@tyneview.newcastle.sch.uk","bad","invalid","no","yes","59268"
"headmaster@uals.org.uk","bad","invalid","no","yes","69722"
"headmaster@uclacademy.co.uk","bad","invalid","no","yes","65390"
"headmaster@uhs.org.uk","bad","invalid","no","yes","65028"
"headmaster@uk.brookes.org","bad","invalid","no","yes","79713"
"headmaster@ulverleyschool.co.uk","bad","invalid","no","yes","66288"
"headmaster@umberleigh-primary.devon.sch.uk","bad","invalid","no","yes","77255"
"headmaster@universityofkentacademiestrust.org.uk","bad","invalid","no","yes","65570"
"headmaster@unstone.derbyshire.sch.uk","bad","invalid","no","yes","67064"
"headmaster@uobschool.org.uk","bad","invalid","no","yes","74451"
"headmaster@upa.eastern-mat.co.uk","bad","invalid","no","yes","58068"
"headmaster@upham.hants.sch.uk","bad","invalid","no","yes","71990"
"headmaster@uplandscc.com","bad","invalid","no","yes","75076"
"headmaster@upminster-jun.havering.sch.uk","bad","invalid","no","yes","70840"
"headmaster@upperbycdc.org.uk","bad","invalid","no","yes","66810"
"headmaster@uptonhouse.org.uk","bad","invalid","no","yes","64207"
"headmaster@uspcollege.ac.uk","bad","invalid","no","yes","58211"
"headmaster@utcleeds.co.uk","bad","invalid","no","yes","78912"
"headmaster@utcmediacityuk.org.uk","bad","invalid","no","yes","65992"
"headmaster@utcn.org.uk","bad","invalid","no","yes","76634"
"headmaster@utcoxfordshire.org.uk","bad","invalid","no","yes","76649"
"headmaster@utcplymouth.org","bad","invalid","no","yes","66203"
"headmaster@utcportsmouth.org","bad","invalid","no","yes","57608"
"headmaster@utcreading.org.uk","bad","invalid","no","yes","71094"
"headmaster@utcsheffield.org.uk","bad","invalid","no","yes","70051"
"headmaster@utc-silverstone.co.uk","bad","invalid","no","yes","71445"
"headmaster@utcsouthdurham.org","bad","invalid","no","yes","79152"
"headmaster@utcwarrington.org","bad","invalid","no","yes","79156"
"headmaster@uva.clf.uk","bad","invalid","no","yes","70404"
"headmaster@uvhs.uk","bad","invalid","no","yes","66912"
"headmaster@uws.n-yorks.sch.uk","bad","invalid","no","yes","76561"
"headmaster@valenceprimaryschool.com","bad","invalid","no","yes","55613"
"headmaster@valeview.stockport.sch.uk","bad","invalid","no","yes","58392"
"headmaster@valley.stockport.sch.uk","bad","invalid","no","yes","61474"
"headmaster@valley-road.oxon.sch.uk","bad","invalid","no","yes","78038"
"headmaster@valleyview.s-tyneside.sch.uk","bad","invalid","no","yes","63645"
"headmaster@valleyviewschool.org.uk","bad","invalid","no","yes","58405"
"headmaster@vantageacademies.co.uk","bad","invalid","no","yes","57849"
"headmaster@vaseacademy.co.uk","bad","invalid","no","yes","70056"
"headmaster@vauxhallprimary.org.uk","bad","invalid","no","yes","55212"
"headmaster@vennacademy.org","bad","invalid","no","yes","67463"
"headmaster@ventrus.org.uk","bad","invalid","no","yes","63544"
"headmaster@vicarage.newham.sch.uk","bad","invalid","no","yes","63194"
"headmaster@victoria.bham.sch.uk","bad","invalid","no","yes","57485"
"headmaster@victoria.edin.sch.uk","bad","invalid","no","yes","81743"
"headmaster@victoriacollege.bham.org.uk","bad","invalid","no","yes","65768"
"headmaster@victoriaprimaryschool.org.uk","bad","invalid","no","yes","62897"
"headmaster@victoriousacademies.org","bad","invalid","no","yes","74058"
"headmaster@victory.southwark.sch.uk","bad","invalid","no","yes","55359"
"headmaster@victorypark.org.uk","bad","invalid","no","yes","79185"
"headmaster@vikingacademytrust.com","bad","invalid","no","yes","77472"
"headmaster@village.theharmonytrust.org","bad","invalid","no","yes","63537"
"headmaster@vincentedwards.northumberland.sch.uk","bad","invalid","no","yes","77804"
"headmaster@vinehallschool.com","bad","invalid","no","yes","69133"
"headmaster@violetway.org","bad","invalid","no","yes","65022"
"headmaster@virginmedia.com","bad","invalid","no","yes","75523"
"headmaster@viznitzuk.org","bad","invalid","no","yes","69755"
"headmaster@voy.hslt.academy","bad","invalid","no","yes","57933"
"headmaster@voyagelearningcampus.org.uk","bad","invalid","no","yes","68430"
"headmaster@waddesdonprimary.com","bad","invalid","no","yes","64341"
"headmaster@waddesdonschool.com","bad","invalid","no","yes","65540"
"headmaster@waddingham.lincs.sch.uk","bad","invalid","no","yes","76048"
"headmaster@wainscottschool.org.uk","bad","invalid","no","yes","69866"
"headmaster@wainwrightprimary-ac.org.uk","bad","invalid","no","yes","59454"
"headmaster@walbottlevillage.newcastle.sch.uk","bad","invalid","no","yes","59518"
"headmaster@waleshigh.com","bad","invalid","no","yes","64669"
"headmaster@walker.academy","bad","invalid","no","yes","63336"
"headmaster@walkwoodms.worcs.sch.uk","bad","invalid","no","yes","71037"
"headmaster@wallingtongirls.org.uk","bad","invalid","no","yes","65048"
"headmaster@wallsendjubileeps.org.uk","bad","invalid","no","yes","62385"
"headmaster@wallsendstpeters.org.uk","bad","invalid","no","yes","63610"
"headmaster@wallyford.elcschool.org.uk","bad","invalid","no","yes","81600"
"headmaster@walney.cumbria.sch.uk","bad","invalid","no","yes","74595"
"headmaster@walthamstowprimary.org.uk","bad","invalid","no","yes","77167"
"headmaster@walton-ac.org.uk","bad","invalid","no","yes","64917"
"headmaster@walworthacademy.org","bad","invalid","no","yes","61170"
"headmaster@wandsworth.floreat.org.uk","bad","invalid","no","yes","74054"
"headmaster@wandsworthprep.com","bad","invalid","no","yes","68392"
