Email,result,datID,EmailDomain,NamingFormat
headmaster@kingswoodprimaryschool.net,invalid,69357,kingswoodprimaryschool.net,1
headmaster@kingswoodsecondaryacademy.org,invalid,73660,kingswoodsecondaryacademy.org,1
headmaster@kintbury.w-berks.sch.uk,invalid,64128,kintbury.w-berks.sch.uk,1
headmaster@kirbyacademy.org,invalid,71533,kirbyacademy.org,1
headmaster@kirbyhill.n-yorks.sch.uk,invalid,76469,kirbyhill.n-yorks.sch.uk,1
headmaster@kirkbyhighschool.net,invalid,73696,kirkbyhighschool.net,1
headmaster@kirkbymoorside-rlt.co.uk,invalid,70594,kirkbymoorside-rlt.co.uk,1
headmaster@kirkdale.liverpool.sch.uk,invalid,58821,kirkdale.liverpool.sch.uk,1
headmaster@kirkhallamacademy.co.uk,invalid,66042,kirkhallamacademy.co.uk,1
headmaster@kirkhamgate.outwood.com,invalid,70949,kirkhamgate.outwood.com,1
headmaster@kirkleeseducation.uk,invalid,61955,kirkleeseducation.uk,1
headmaster@kirklevington.org.uk,invalid,65705,kirklevington.org.uk,1
headmaster@kirkliston.edin.sch.uk,invalid,81749,kirkliston.edin.sch.uk,1
headmaster@kirksmeaton.n-yorks.sch.uk,invalid,76514,kirksmeaton.n-yorks.sch.uk,1
headmaster@kisimul.co.uk,invalid,62704,kisimul.co.uk,1
headmaster@kj1a.com,invalid,65029,kj1a.com,1
headmaster@kkcs.org.uk,unknown,59028,kkcs.org.uk,1
headmaster@kla.eastern-mat.co.uk,invalid,62573,kla.eastern-mat.co.uk,1
headmaster@klbschool.org.uk,invalid,65259,klbschool.org.uk,1
headmaster@klms.leicester.sch.uk,invalid,70415,klms.leicester.sch.uk,1
headmaster@klps.org.uk,invalid,58401,klps.org.uk,1
headmaster@kmps.org.uk,invalid,62114,kmps.org.uk,1
headmaster@kms.thpt.org.uk,invalid,73991,kms.thpt.org.uk,1
headmaster@kngnrtn.bham.sch.uk,invalid,75230,kngnrtn.bham.sch.uk,1
headmaster@knighton-tmet.uk,invalid,79120,knighton-tmet.uk,1
headmaster@knightsbridgeschool.com,invalid,55179,knightsbridgeschool.com,1
headmaster@knightsenham-inf.hants.sch.uk,invalid,71761,knightsenham-inf.hants.sch.uk,1
headmaster@knollmeadprimary.co.uk,invalid,74268,knollmeadprimary.co.uk,1
headmaster@knoplaw.newcastle.sch.uk,invalid,62329,knoplaw.newcastle.sch.uk,1
headmaster@knossington.rutland.sch.uk,invalid,75969,knossington.rutland.sch.uk,1
headmaster@knowle-plymouth.co.uk,invalid,63440,knowle-plymouth.co.uk,1
headmaster@koinoniafederation.com,invalid,54954,koinoniafederation.com,1
headmaster@kpi.jmat.org.uk,invalid,66129,kpi.jmat.org.uk,1
headmaster@kpja.inmat.org.uk,invalid,59372,kpja.inmat.org.uk,1
headmaster@kpmj.jmat.org.uk,invalid,66220,kpmj.jmat.org.uk,1
headmaster@kpsslough.com,invalid,74599,kpsslough.com,1
headmaster@kshs.uk,invalid,67792,kshs.uk,1
headmaster@ksjprimaryschool.org,invalid,67582,ksjprimaryschool.org,1
headmaster@ktsacademy.org.uk,invalid,70976,ktsacademy.org.uk,1
headmaster@kwseducational.co.uk,invalid,62526,kwseducational.co.uk,1
headmaster@lachouetteschool.co.uk,invalid,67894,lachouetteschool.co.uk,1
headmaster@lacock.wilts.sch.uk,invalid,56337,lacock.wilts.sch.uk,1
headmaster@ladyaisha.co.uk,invalid,65008,ladyaisha.co.uk,1
headmaster@ladymount.wirral.sch.uk,invalid,60141,ladymount.wirral.sch.uk,1
headmaster@ladysmithfederation.net,invalid,67267,ladysmithfederation.net,1
headmaster@ladyziawernher.primaryluton.co.uk,invalid,64000,ladyziawernher.primaryluton.co.uk,1
headmaster@lafontaineacademy.org,invalid,74562,lafontaineacademy.org,1
headmaster@laisterdyke.staracademies.org,invalid,78967,laisterdyke.staracademies.org,1
headmaster@lakeside.theharmonytrust.org,invalid,65802,lakeside.theharmonytrust.org,1
headmaster@lakesprimary.co.uk,invalid,63451,lakesprimary.co.uk,1
headmaster@lakeviewschool.co.uk,invalid,61195,lakeviewschool.co.uk,1
headmaster@lambourn.excalibur.org.uk,invalid,65995,lambourn.excalibur.org.uk,1
headmaster@lamerton.devon.sch.uk,invalid,68646,lamerton.devon.sch.uk,1
headmaster@lancastersteinerschool.org,invalid,58793,lancastersteinerschool.org,1
headmaster@lancotschool.co.uk,invalid,77406,lancotschool.co.uk,1
headmaster@landkey-primary.devon.sch.uk,invalid,65812,landkey-primary.devon.sch.uk,1
headmaster@landscore-primary.devon.sch.uk,invalid,67287,landscore-primary.devon.sch.uk,1
headmaster@langdonacademy.org,invalid,74014,langdonacademy.org,1
headmaster@langdoncollege.ac.uk,invalid,58715,langdoncollege.ac.uk,1
headmaster@langford-village.oxon.sch.uk,invalid,58340,langford-village.oxon.sch.uk,1
headmaster@langleyfirst.org.uk,invalid,62383,langleyfirst.org.uk,1
headmaster@langleymill-inf.derbyshire.sch.uk,invalid,67159,langleymill-inf.derbyshire.sch.uk,1
headmaster@langleyparkprimaryacademy.org.uk,invalid,77531,langleyparkprimaryacademy.org.uk,1
headmaster@langleyprimary.solihull.sch.uk,invalid,59691,langleyprimary.solihull.sch.uk,1
headmaster@langmoor.leics.sch.uk,invalid,71578,langmoor.leics.sch.uk,1
headmaster@langstone-inf.portsmouth.sch.uk,invalid,62744,langstone-inf.portsmouth.sch.uk,1
headmaster@langton.kent.sch.uk,invalid,73152,langton.kent.sch.uk,1
headmaster@langtonsjunioracademy.co.uk,invalid,71213,langtonsjunioracademy.co.uk,1
headmaster@langwathby.cumbria.sch.uk,invalid,66821,langwathby.cumbria.sch.uk,1
headmaster@lansdown.learmat.uk,invalid,59280,lansdown.learmat.uk,1
headmaster@lansdowne.lambeth.sch.uk,invalid,55253,lansdowne.lambeth.sch.uk,1
headmaster@lanternofknowledge.org.uk,invalid,58917,lanternofknowledge.org.uk,1
headmaster@lapage.bradford.sch.uk,invalid,57736,lapage.bradford.sch.uk,1
headmaster@lapford-primary.devon.sch.uk,invalid,67873,lapford-primary.devon.sch.uk,1
headmaster@lapsw.org,invalid,58109,lapsw.org,1
headmaster@larkshill.patrust.org.uk,invalid,71289,larkshill.patrust.org.uk,1
headmaster@latimer.leics.sch.uk,invalid,75838,latimer.leics.sch.uk,1
headmaster@latymerallsaints.enfield.sch.uk,invalid,56732,latymerallsaints.enfield.sch.uk,1
headmaster@launcelot.lewisham.sch.uk,invalid,55276,launcelot.lewisham.sch.uk,1
headmaster@launde.leics.sch.uk,invalid,71494,launde.leics.sch.uk,1
headmaster@launton.oxon.sch.uk,invalid,78065,launton.oxon.sch.uk,1
headmaster@lauruscheadlehulme.org.uk,invalid,65645,lauruscheadlehulme.org.uk,1
headmaster@lawnswoodschool.co.uk,invalid,62201,lawnswoodschool.co.uk,1
headmaster@lawrencesheriffschool.com,ok,76787,lawrencesheriffschool.com,1
headmaster@laygate.s-tyneside.sch.uk,invalid,63634,laygate.s-tyneside.sch.uk,1
headmaster@lbc.luton.sch.uk,invalid,63999,lbc.luton.sch.uk,1
headmaster@lct.education,invalid,62751,lct.education,1
headmaster@ldeutc.co.uk,invalid,79159,ldeutc.co.uk,1
headmaster@lea.harrow.sch.uk,invalid,59088,lea.harrow.sch.uk,1
headmaster@leaf.bournemouth.sch.uk,invalid,70915,leaf.bournemouth.sch.uk,1
headmaster@leaforestacademy.org,invalid,70889,leaforestacademy.org,1
headmaster@leafstudio.co.uk,invalid,68374,leafstudio.co.uk,1
headmaster@leamoreprimaryschool.com,invalid,59723,leamoreprimaryschool.com,1
headmaster@lea-pri.derbyshire.sch.uk,invalid,66994,lea-pri.derbyshire.sch.uk,1
headmaster@lea-primary.hereford.sch.uk,invalid,72255,lea-primary.hereford.sch.uk,1
headmaster@learning4life-gy.co.uk,invalid,69877,learning4life-gy.co.uk,1
headmaster@leasowe.wirral.sch.uk,invalid,60121,leasowe.wirral.sch.uk,1
headmaster@lecacademy.org,invalid,74469,lecacademy.org,1
headmaster@lecolebilingue.com,invalid,60765,lecolebilingue.com,1
headmaster@lecoledespetits.co.uk,invalid,55077,lecoledespetits.co.uk,1
headmaster@ledgerlane.outwood.com,invalid,70974,ledgerlane.outwood.com,1
headmaster@leedsandbroomfieldkentsch.co.uk,invalid,73048,leedsandbroomfieldkentsch.co.uk,1
headmaster@leeds-art.ac.uk,invalid,56579,leeds-art.ac.uk,1
headmaster@leedsfederation.org,invalid,62071,leedsfederation.org,1
headmaster@lee-on-the-solent-inf.hants.sch.uk,invalid,71856,lee-on-the-solent-inf.hants.sch.uk,1
headmaster@leeslandschools-fed.co.uk,invalid,71957,leeslandschools-fed.co.uk,1
headmaster@leicestergrammar.org.uk,ok,75966,leicestergrammar.org.uk,1
headmaster@leighacademy.org.uk,invalid,61161,leighacademy.org.uk,1
headmaster@leighacademyblackheath.org.uk,invalid,65647,leighacademyblackheath.org.uk,1
headmaster@leighacademyrainham.org.uk,invalid,74781,leighacademyrainham.org.uk,1
headmaster@leigham-primary.plymouth.sch.uk,invalid,79522,leigham-primary.plymouth.sch.uk,1
headmaster@leighbeckjunior.net,invalid,59339,leighbeckjunior.net,1
headmaster@leighton.cbeds.co.uk,invalid,63982,leighton.cbeds.co.uk,1
headmaster@leith.edin.sch.uk,invalid,81762,leith.edin.sch.uk,1
headmaster@leithwalk.edin.sch.uk,invalid,81708,leithwalk.edin.sch.uk,1
headmaster@lemingtonriverside.newcastle.sch.uk,invalid,62333,lemingtonriverside.newcastle.sch.uk,1
headmaster@lethammains.elcschool.org.uk,invalid,81590,lethammains.elcschool.org.uk,1
headmaster@levendale.org.uk,invalid,66061,levendale.org.uk,1
headmaster@leverhulme.bolton.sch.uk,invalid,58477,leverhulme.bolton.sch.uk,1
headmaster@levett.doncaster.sch.uk,invalid,61707,levett.doncaster.sch.uk,1
headmaster@lewischarltongroup.org.uk,invalid,60832,lewischarltongroup.org.uk,1
headmaster@lfpa.org.uk,invalid,66222,lfpa.org.uk,1
headmaster@lgflmail.org,invalid,55267,lgflmail.org,1
headmaster@lgjs.co.uk,invalid,57342,lgjs.co.uk,1
headmaster@lgs.kent.sch.uk,invalid,60994,lgs.kent.sch.uk,1
headmaster@liberton.edin.sch.uk,invalid,81763,liberton.edin.sch.uk,1
headmaster@liberton-pri.edin.sch.uk,invalid,81750,liberton-pri.edin.sch.uk,1
headmaster@libertywoodlandschool.com,invalid,69875,libertywoodlandschool.com,1
headmaster@lifebridge.co.uk,invalid,79173,lifebridge.co.uk,1
headmaster@lifewirral.com,invalid,70394,lifewirral.com,1
headmaster@limetree.rbksch.org,invalid,67719,limetree.rbksch.org,1
headmaster@limetrust.org,invalid,59550,limetrust.org,1
headmaster@limingtonhouse.hants.sch.uk,invalid,72126,limingtonhouse.hants.sch.uk,1
headmaster@limpsfield.sheffield.sch.uk,invalid,61787,limpsfield.sheffield.sch.uk,1
headmaster@linaker.org.uk,invalid,60014,linaker.org.uk,1
headmaster@lincolnminsterschool.co.uk,ok,76149,lincolnminsterschool.co.uk,1
headmaster@lincolnutc.co.uk,invalid,74522,lincolnutc.co.uk,1
headmaster@lingfieldcollege.co.uk,ok,55903,lingfieldcollege.co.uk,1
headmaster@lingham.wirral.sch.uk,invalid,60096,lingham.wirral.sch.uk,1
headmaster@link19college.ac.uk,invalid,65766,link19college.ac.uk,1
headmaster@linthorpeprimary.co.uk,invalid,63552,linthorpeprimary.co.uk,1
headmaster@lioncare.co.uk,invalid,58511,lioncare.co.uk,1
headmaster@lipasixthformcollege.org,invalid,79150,lipasixthformcollege.org,1
headmaster@liphook-jun.hants.sch.uk,invalid,71953,liphook-jun.hants.sch.uk,1
headmaster@littleaston.staffs.sch.uk,invalid,70515,littleaston.staffs.sch.uk,1
headmaster@littlebourne.kent.sch.uk,invalid,73069,littlebourne.kent.sch.uk,1
headmaster@littleworth.outwood.com,invalid,57996,littleworth.outwood.com,1
headmaster@live.co.uk,ok,61190,live.co.uk,1
headmaster@livingstone-aspirations.org,invalid,74792,livingstone-aspirations.org,1
headmaster@livingstoneprimary.org,invalid,59555,livingstoneprimary.org,1
headmaster@ljg.academy,invalid,70724,ljg.academy,1
headmaster@lji.jmat.org.uk,invalid,66077,lji.jmat.org.uk,1
headmaster@lma.djanogly.org,invalid,63307,lma.djanogly.org,1
headmaster@lockerspark.co.uk,ok,72649,lockerspark.co.uk,1
headmaster@lockyersmiddle.org,invalid,63583,lockyersmiddle.org,1
headmaster@lodgefarmprimary.co.uk,invalid,79048,lodgefarmprimary.co.uk,1
headmaster@lofthousegate.outwood.com,invalid,73769,lofthousegate.outwood.com,1
headmaster@logicstudioschool.org,invalid,79060,logicstudioschool.org,1
headmaster@logs.uk.com,invalid,69135,logs.uk.com,1
headmaster@londonenterpriseacademy.org,invalid,76665,londonenterpriseacademy.org,1
headmaster@londonislamicschool.org,invalid,58900,londonislamicschool.org,1
headmaster@londonsteinerschool.org,invalid,55522,londonsteinerschool.org,1
headmaster@longbenton.org.uk,invalid,63622,longbenton.org.uk,1
headmaster@longclawson.leics.sch.uk,invalid,75932,longclawson.leics.sch.uk,1
headmaster@longcloseschool.co.uk,invalid,64230,longcloseschool.co.uk,1
headmaster@longcroft.eriding.net,invalid,72838,longcroft.eriding.net,1
headmaster@longdonhallschool.co.uk,invalid,65319,longdonhallschool.co.uk,1
headmaster@longdonparkschool.co.uk,invalid,77370,longdonparkschool.co.uk,1
headmaster@longeaton.derbyshire.sch.uk,invalid,64983,longeaton.derbyshire.sch.uk,1
headmaster@longfieldacademy.org,invalid,61299,longfieldacademy.org,1
headmaster@long-furlong.oxon.sch.uk,invalid,78055,long-furlong.oxon.sch.uk,1
headmaster@longhill.org.uk,invalid,69110,longhill.org.uk,1
headmaster@longlane.w-berks.sch.uk,invalid,64066,longlane.w-berks.sch.uk,1
headmaster@longmoor.derbyshire.sch.uk,invalid,67029,longmoor.derbyshire.sch.uk,1
headmaster@longniddry.elcschool.org.uk,invalid,81614,longniddry.elcschool.org.uk,1
headmaster@longrow.derbyshire.sch.uk,invalid,67128,longrow.derbyshire.sch.uk,1
headmaster@longshawprimaryacademy.org.uk,invalid,69651,longshawprimaryacademy.org.uk,1
headmaster@longstone.edin.sch.uk,invalid,81709,longstone.edin.sch.uk,1
headmaster@longsutton.hants.sch.uk,invalid,71921,longsutton.hants.sch.uk,1
headmaster@longwhattonschool.org,invalid,75933,longwhattonschool.org,1
headmaster@long-wittenham.oxon.sch.uk,invalid,78091,long-wittenham.oxon.sch.uk,1
headmaster@longwood.derbyshire.sch.uk,invalid,63159,longwood.derbyshire.sch.uk,1
headmaster@lordgrey.org.uk,invalid,63517,lordgrey.org.uk,1
headmaster@lordswoodboys.co.uk,invalid,62984,lordswoodboys.co.uk,1
headmaster@lordswood-gst.org,invalid,73851,lordswood-gst.org,1
headmaster@loreto.ac.uk,invalid,56556,loreto.ac.uk,1
headmaster@loretoprep.org.uk,invalid,61590,loretoprep.org.uk,1
headmaster@lorne.edin.sch.uk,invalid,81710,lorne.edin.sch.uk,1
headmaster@los.ac,invalid,65367,los.ac,1
headmaster@loudwater.bucks.sch.uk,invalid,64420,loudwater.bucks.sch.uk,1
headmaster@loughborough.lambeth.sch.uk,invalid,59066,loughborough.lambeth.sch.uk,1
headmaster@loughtonmanor.milton-keynes.sch.uk,invalid,58505,loughtonmanor.milton-keynes.sch.uk,1
headmaster@lound-inf.sheffield.sch.uk,invalid,71581,lound-inf.sheffield.sch.uk,1
headmaster@lound-jun.sheffield.sch.uk,invalid,71582,lound-jun.sheffield.sch.uk,1
headmaster@lowbrookacademy.co.uk,invalid,64979,lowbrookacademy.co.uk,1
headmaster@lowfield.sheffield.sch.uk,invalid,61771,lowfield.sheffield.sch.uk,1
headmaster@lowick.northumberland.sch.uk,invalid,58456,lowick.northumberland.sch.uk,1
headmaster@loxford.net,invalid,74103,loxford.net,1
headmaster@loxley.sheffield.sch.uk,invalid,66071,loxley.sheffield.sch.uk,1
headmaster@lp.huish.education,invalid,70278,lp.huish.education,1
headmaster@lps.hereford.sch.uk,invalid,74225,lps.hereford.sch.uk,1
headmaster@lps.pkat.co.uk,invalid,63107,lps.pkat.co.uk,1
headmaster@lqps.co.uk,invalid,58677,lqps.co.uk,1
headmaster@lsf.org,invalid,75962,lsf.org,1
headmaster@lsi.edu,invalid,66198,lsi.edu,1
headmaster@ls-ten.org,invalid,70488,ls-ten.org,1
headmaster@ltcharity.org.uk,invalid,62425,ltcharity.org.uk,1
headmaster@lubavitchmat.uk,invalid,63400,lubavitchmat.uk,1
headmaster@lucasvale.lewisham.sch.uk,invalid,55278,lucasvale.lewisham.sch.uk,1
headmaster@ludgroveschool.co.uk,invalid,64215,ludgroveschool.co.uk,1
headmaster@lusom.ac.uk,invalid,75201,lusom.ac.uk,1
headmaster@lutonprimary.co.uk,invalid,72943,lutonprimary.co.uk,1
headmaster@lutonsfc.ac.uk,invalid,58168,lutonsfc.ac.uk,1
headmaster@lvc.org,invalid,64755,lvc.org,1
headmaster@lvs.ascot.sch.uk,invalid,64227,lvs.ascot.sch.uk,1
headmaster@lvs-oxford.org.uk,invalid,76729,lvs-oxford.org.uk,1
headmaster@lwf.lincs.sch.uk,invalid,78669,lwf.lincs.sch.uk,1
headmaster@lydalls-nurs.oxon.sch.uk,invalid,78010,lydalls-nurs.oxon.sch.uk,1
headmaster@lydgate-inf.sheffield.sch.uk,invalid,61773,lydgate-inf.sheffield.sch.uk,1
headmaster@lydgate-jun.sheffield.sch.uk,invalid,61772,lydgate-jun.sheffield.sch.uk,1
headmaster@lydiardmillicentceps.org,invalid,78654,lydiardmillicentceps.org,1
headmaster@lydiardparkacademy.org.uk,invalid,65463,lydiardparkacademy.org.uk,1
headmaster@lympshamcofeacademy.co.uk,invalid,79542,lympshamcofeacademy.co.uk,1
headmaster@lyndhurstprimaryschool.com,invalid,74778,lyndhurstprimaryschool.com,1
headmaster@lytchett.org.uk,invalid,68769,lytchett.org.uk,1
headmaster@mablethorpeprimaryacademy.org,invalid,68421,mablethorpeprimaryacademy.org,1
headmaster@macademy.org.uk,invalid,58314,macademy.org.uk,1
headmaster@macintyreacademies.org,invalid,59581,macintyreacademies.org,1
headmaster@macintyrecharity.org,invalid,64446,macintyrecharity.org,1
headmaster@madani.org.uk,invalid,55464,madani.org.uk,1
headmaster@maedagroup.co.uk,invalid,58415,maedagroup.co.uk,1
headmaster@magdalen.laat.co.uk,invalid,73850,magdalen.laat.co.uk,1
headmaster@magdalencourt.org,invalid,68701,magdalencourt.org,1
headmaster@magna-aspirations.org,invalid,71462,magna-aspirations.org,1
headmaster@magnacartaacademy.org,invalid,79053,magnacartaacademy.org,1
headmaster@magnusacademy.co.uk,invalid,74168,magnusacademy.co.uk,1
headmaster@maidwellhall.co.uk,ok,77718,maidwellhall.co.uk,1
headmaster@mail.newnhamjun.org.uk,invalid,56898,mail.newnhamjun.org.uk,1
headmaster@mail.whitehallinf.org,invalid,56907,mail.whitehallinf.org,1
headmaster@maldenoaks.rbksch.org,invalid,56980,maldenoaks.rbksch.org,1
headmaster@malmesburypark.bournemouth.sch.uk,invalid,78711,malmesburypark.bournemouth.sch.uk,1
headmaster@maltonschool.org,invalid,76558,maltonschool.org,1
headmaster@malverncollege.org.uk,ok,72293,malverncollege.org.uk,1
headmaster@manchesteryounglives.org.uk,invalid,64608,manchesteryounglives.org.uk,1
headmaster@mandeville.ealing.sch.uk,invalid,56691,mandeville.ealing.sch.uk,1
headmaster@mandeville.school,invalid,75003,mandeville.school,1
headmaster@manor.kent.sch.uk,invalid,78899,manor.kent.sch.uk,1
headmaster@manor.wirral.sch.uk,invalid,60113,manor.wirral.sch.uk,1
headmaster@manordrivesecondary.org.uk,invalid,75206,manordrivesecondary.org.uk,1
headmaster@manor-inf.hants.sch.uk,invalid,71836,manor-inf.hants.sch.uk,1
headmaster@manor-j.bardaglea.org.uk,invalid,55601,manor-j.bardaglea.org.uk,1
headmaster@manor-leas-junior.lincs.sch.uk,invalid,71263,manor-leas-junior.lincs.sch.uk,1
headmaster@manorpark.dorset.sch.uk,invalid,75487,manorpark.dorset.sch.uk,1
headmaster@manorpark.sutton.sch.uk,invalid,63300,manorpark.sutton.sch.uk,1
headmaster@manorparkacademy.org,invalid,77354,manorparkacademy.org,1
headmaster@mansfieldprimaryacademy.org,invalid,68522,mansfieldprimaryacademy.org,1
headmaster@maplecourt.uk,invalid,71066,maplecourt.uk,1
headmaster@maplegroveprimary.net,invalid,59338,maplegroveprimary.net,1
headmaster@marathonschool.com,invalid,62419,marathonschool.com,1
headmaster@marchwood-inf.hants.sch.uk,ok,71922,marchwood-inf.hants.sch.uk,1
headmaster@marchwood-jun.hants.sch.uk,invalid,71802,marchwood-jun.hants.sch.uk,1
headmaster@mardenhigh.net,invalid,63611,mardenhigh.net,1
headmaster@marinepark.s-tyneside.sch.uk,invalid,63636,marinepark.s-tyneside.sch.uk,1
headmaster@marlborough.hants.sch.uk,catch_all,71830,marlborough.hants.sch.uk,1
headmaster@marlboroughprimaryschool.co.uk,invalid,63688,marlboroughprimaryschool.co.uk,1
headmaster@marlbrook.hereford.sch.uk,invalid,72167,marlbrook.hereford.sch.uk,1
headmaster@marlow-infant.bucks.sch.uk,invalid,64376,marlow-infant.bucks.sch.uk,1
headmaster@marlpool-jun.derbyshire.sch.uk,invalid,67012,marlpool-jun.derbyshire.sch.uk,1
headmaster@marsdenprimary.org.uk,invalid,63641,marsdenprimary.org.uk,1
headmaster@marshacademy.org.uk,invalid,61156,marshacademy.org.uk,1
headmaster@marshchapel.lincs.sch.uk,invalid,76032,marshchapel.lincs.sch.uk,1
headmaster@martinhigh.org.uk,invalid,67907,martinhigh.org.uk,1
headmaster@martinshaw.leics.sch.uk,invalid,75849,martinshaw.leics.sch.uk,1
headmaster@martleshamacademy.org,invalid,77390,martleshamacademy.org,1
headmaster@marusbridge.co.uk,invalid,57674,marusbridge.co.uk,1
headmaster@marvelslane.lewisham.sch.uk,invalid,55279,marvelslane.lewisham.sch.uk,1
headmaster@maryastellacademy.co.uk,invalid,59346,maryastellacademy.co.uk,1
headmaster@marybassett.co.uk,invalid,63919,marybassett.co.uk,1
headmaster@marydeans.plymouth.sch.uk,invalid,68649,marydeans.plymouth.sch.uk,1
headmaster@mary-elliot.walsall.sch.uk,invalid,77601,mary-elliot.walsall.sch.uk,1
headmaster@maryhare.org.uk,invalid,64237,maryhare.org.uk,1
headmaster@marypatersonnurseryschool.co.uk,invalid,55543,marypatersonnurseryschool.co.uk,1
headmaster@mascallsacademy.org.uk,invalid,65093,mascallsacademy.org.uk,1
headmaster@matthew-arnold.surrey.sch.uk,invalid,70690,matthew-arnold.surrey.sch.uk,1
headmaster@mayfieldprep.co.uk,invalid,59772,mayfieldprep.co.uk,1
headmaster@mayfield-primary.org,invalid,78864,mayfield-primary.org,1
headmaster@mayflower.leicester.sch.uk,invalid,75885,mayflower.leicester.sch.uk,1
headmaster@maynard.co.uk,invalid,68696,maynard.co.uk,1
headmaster@maypark.excalibur.org.uk,invalid,67497,maypark.excalibur.org.uk,1
headmaster@maypole.kent.sch.uk,invalid,72903,maypole.kent.sch.uk,1
headmaster@maytree-school.org.uk,invalid,55196,maytree-school.org.uk,1
headmaster@mca.manchester.sch.uk,invalid,62512,mca.manchester.sch.uk,1
headmaster@mcgprimaryschool.org,invalid,67580,mcgprimaryschool.org,1
headmaster@meacad.org.uk,invalid,62402,meacad.org.uk,1
headmaster@mead.havering.sch.uk,invalid,56866,mead.havering.sch.uk,1
headmaster@meadehill.manchester.sch.uk,invalid,60399,meadehill.manchester.sch.uk,1
headmaster@meadlands.richmond.sch.uk,invalid,57175,meadlands.richmond.sch.uk,1
headmaster@meadow.sandwell.sch.uk,invalid,59643,meadow.sandwell.sch.uk,1
headmaster@meadowbrook.uk,invalid,64234,meadowbrook.uk,1
headmaster@meadowbrookcollege.org,invalid,77151,meadowbrookcollege.org,1
headmaster@meadowcroftschool.com,invalid,61112,meadowcroftschool.com,1
headmaster@meadowfield.kent.sch.uk,invalid,60927,meadowfield.kent.sch.uk,1
headmaster@meadowsideschool.com,invalid,60160,meadowsideschool.com,1
headmaster@meadowsschool.org.uk,invalid,73235,meadowsschool.org.uk,1
headmaster@meadroad.info,invalid,77403,meadroad.info,1
headmaster@meare.school,invalid,78323,meare.school,1
headmaster@meathschool.org.uk,invalid,55952,meathschool.org.uk,1
headmaster@mechina.co.uk,invalid,62657,mechina.co.uk,1
headmaster@mehriaschool.org,invalid,60798,mehriaschool.org,1
headmaster@melbourne-jun.derbyshire.sch.uk,invalid,67033,melbourne-jun.derbyshire.sch.uk,1
headmaster@melbury.merton.sch.uk,invalid,57068,melbury.merton.sch.uk,1
headmaster@melior.org.uk,ok,70931,melior.org.uk,1
headmaster@melkshamoak.wilts.sch.uk,invalid,66021,melkshamoak.wilts.sch.uk,1
headmaster@mellisprimaryschool.org,ok,57888,mellisprimaryschool.org,1
headmaster@melsonby.n-yorks.sch.uk,invalid,76493,melsonby.n-yorks.sch.uk,1
headmaster@mendell.wirral.sch.uk,invalid,60100,mendell.wirral.sch.uk,1
headmaster@menphyscentre.leics.sch.uk,invalid,78963,menphyscentre.leics.sch.uk,1
headmaster@meoninfantschool.org.uk,invalid,65850,meoninfantschool.org.uk,1
headmaster@meor.co.uk,invalid,74688,meor.co.uk,1
headmaster@meppershallacad.org,invalid,74832,meppershallacad.org,1
headmaster@merchanttaylors.com,ok,60071,merchanttaylors.com,1
headmaster@merciaschool.com,invalid,65648,merciaschool.com,1
headmaster@meridianhigh.london,invalid,57918,meridianhigh.london,1
headmaster@meritpru-stoke.org.uk,invalid,60755,meritpru-stoke.org.uk,1
headmaster@merlinschool.net,invalid,55517,merlinschool.net,1
headmaster@merridaleprimary.co.uk,invalid,59803,merridaleprimary.co.uk,1
headmaster@merrydale-inf.leicester.sch.uk,invalid,75886,merrydale-inf.leicester.sch.uk,1
headmaster@merseypa.org.uk,invalid,73631,merseypa.org.uk,1
headmaster@merseypark.wirral.sch.uk,invalid,60114,merseypark.wirral.sch.uk,1
headmaster@merton.bepschools.org,invalid,70733,merton.bepschools.org,1
headmaster@merton-jun.hants.sch.uk,invalid,71740,merton-jun.hants.sch.uk,1
headmaster@messingprimaryschool.co.uk,invalid,71083,messingprimaryschool.co.uk,1
headmaster@metacademies.org.uk,invalid,66264,metacademies.org.uk,1
headmaster@michael-syddall.n-yorks.sch.uk,invalid,76535,michael-syddall.n-yorks.sch.uk,1
headmaster@micklefieldschool.co.uk,ok,55882,micklefieldschool.co.uk,1
headmaster@mickley.northumberland.sch.uk,invalid,67478,mickley.northumberland.sch.uk,1
headmaster@middtech.com,invalid,79533,middtech.com,1
headmaster@midkent.ac.uk,invalid,58235,midkent.ac.uk,1
headmaster@midlandat.co.uk,invalid,62546,midlandat.co.uk,1
headmaster@migsg.miet.uk,invalid,56473,migsg.miet.uk,1
headmaster@milborne.dorset.sch.uk,invalid,77209,milborne.dorset.sch.uk,1
headmaster@milbournelodge.co.uk,invalid,55864,milbournelodge.co.uk,1
headmaster@milecastle.newcastle.sch.uk,invalid,62330,milecastle.newcastle.sch.uk,1
headmaster@milestoneacademy.org.uk,invalid,67951,milestoneacademy.org.uk,1
headmaster@milford.derbyshire.sch.uk,invalid,67131,milford.derbyshire.sch.uk,1
headmaster@millbayacademy.org,invalid,70218,millbayacademy.org,1
headmaster@millennium-maritime.org,invalid,79433,millennium-maritime.org,1
headmaster@millfields.wirral.sch.uk,invalid,62486,millfields.wirral.sch.uk,1
headmaster@millfieldschool.com,ok,78446,millfieldschool.com,1
headmaster@millhill.hants.sch.uk,invalid,56476,millhill.hants.sch.uk,1
